date,fg_score,fg_rating
2015-04-08,48,neutral
2015-04-09,56,greed
2015-04-10,56,greed
2015-04-13,60,greed
2015-04-14,60,greed
2015-04-15,60,greed
2015-04-16,57,greed
2015-04-17,57,greed
2015-04-20,55,greed
2015-04-21,59,greed
2015-04-22,59,greed
2015-04-23,64,greed
2015-04-24,66,greed
2015-04-27,59,greed
2015-04-28,61,greed
2015-04-29,61,greed
2015-04-30,53,neutral
2015-05-01,61,greed
2015-05-04,61,greed
2015-05-05,58,greed
2015-05-06,58,greed
2015-05-07,53,neutral
2015-05-08,58,greed
2015-05-11,53,neutral
2015-05-12,49,neutral
2015-05-13,55,greed
2015-05-14,57,greed
2015-05-15,57,greed
2015-05-18,62,greed
2015-05-19,62,greed
2015-05-20,64,greed
2015-05-21,64,greed
2015-05-22,60,greed
2015-05-26,50,neutral
2015-05-27,47,neutral
2015-05-28,47,neutral
2015-05-29,43,fear
2015-06-01,40,fear
2015-06-02,43,fear
2015-06-03,45,neutral
2015-06-04,44,fear
2015-06-05,40,fear
2015-06-08,36,fear
2015-06-09,36,fear
2015-06-10,37,fear
2015-06-11,41,fear
2015-06-12,30,fear
2015-06-15,26,fear
2015-06-16,27,fear
2015-06-17,26,fear
2015-06-18,34,fear
2015-06-19,30,fear
2015-06-22,42,fear
2015-06-23,49,neutral
2015-06-24,36,fear
2015-06-25,34,fear
2015-06-26,33,fear
2015-06-29,8,extreme fear
2015-06-30,11,extreme fear
2015-07-01,18,extreme fear
2015-07-02,16,extreme fear
2015-07-06,13,extreme fear
2015-07-07,13,extreme fear
2015-07-08,9,extreme fear
2015-07-09,12,extreme fear
2015-07-10,14,extreme fear
2015-07-13,24,extreme fear
2015-07-14,24,extreme fear
2015-07-15,30,fear
2015-07-16,30,fear
2015-07-17,34,fear
2015-07-20,34,fear
2015-07-21,25,fear
2015-07-22,20,extreme fear
2015-07-23,15,extreme fear
2015-07-24,15,extreme fear
2015-07-27,7,extreme fear
2015-07-28,17,extreme fear
2015-07-29,21,extreme fear
2015-07-30,21,extreme fear
2015-07-31,20,extreme fear
2015-08-03,24,extreme fear
2015-08-04,28,fear
2015-08-05,21,extreme fear
2015-08-06,18,extreme fear
2015-08-07,10,extreme fear
2015-08-10,9,extreme fear
2015-08-11,12,extreme fear
2015-08-12,9,extreme fear
2015-08-13,11,extreme fear
2015-08-14,11,extreme fear
2015-08-17,14,extreme fear
2015-08-18,13,extreme fear
2015-08-19,13,extreme fear
2015-08-20,8,extreme fear
2015-08-21,8,extreme fear
2015-08-24,3,extreme fear
2015-08-25,9,extreme fear
2015-08-26,12,extreme fear
2015-08-27,13,extreme fear
2015-08-28,14,extreme fear
2015-08-31,14,extreme fear
2015-09-01,9,extreme fear
2015-09-02,13,extreme fear
2015-09-03,11,extreme fear
2015-09-04,10,extreme fear
2015-09-08,13,extreme fear
2015-09-09,13,extreme fear
2015-09-10,15,extreme fear
2015-09-11,14,extreme fear
2015-09-14,13,extreme fear
2015-09-15,16,extreme fear
2015-09-16,16,extreme fear
2015-09-17,16,extreme fear
2015-09-18,18,extreme fear
2015-09-21,23,extreme fear
2015-09-22,31,fear
2015-09-23,31,fear
2015-09-24,22,extreme fear
2015-09-25,18,extreme fear
2015-09-28,15,extreme fear
2015-09-29,13,extreme fear
2015-09-30,21,extreme fear
2015-10-01,18,extreme fear
2015-10-02,24,extreme fear
2015-10-05,31,fear
2015-10-06,36,fear
2015-10-07,37,fear
2015-10-08,42,fear
2015-10-09,43,fear
2015-10-12,41,fear
2015-10-13,35,fear
2015-10-14,35,fear
2015-10-15,41,fear
2015-10-16,45,neutral
2015-10-19,47,neutral
2015-10-20,51,neutral
2015-10-21,50,neutral
2015-10-22,55,greed
2015-10-23,59,greed
2015-10-26,61,greed
2015-10-27,69,greed
2015-10-28,69,greed
2015-10-29,71,greed
2015-10-30,70,greed
2015-11-02,73,greed
2015-11-03,73,greed
2015-11-04,72,greed
2015-11-05,73,greed
2015-11-06,71,greed
2015-11-09,67,greed
2015-11-10,66,greed
2015-11-11,63,greed
2015-11-12,55,greed
2015-11-13,45,neutral
2015-11-16,50,neutral
2015-11-17,48,neutral
2015-11-18,53,neutral
2015-11-19,52,neutral
2015-11-20,54,neutral
2015-11-23,53,neutral
2015-11-24,58,greed
2015-11-25,59,greed
2015-11-27,58,greed
2015-11-30,58,greed
2015-12-01,60,greed
2015-12-02,55,greed
2015-12-03,49,neutral
2015-12-04,58,greed
2015-12-07,47,neutral
2015-12-08,38,fear
2015-12-09,35,fear
2015-12-10,36,fear
2015-12-11,24,extreme fear
2015-12-14,29,fear
2015-12-15,35,fear
2015-12-16,44,fear
2015-12-17,34,fear
2015-12-18,29,fear
2015-12-21,32,fear
2015-12-22,36,fear
2015-12-23,42,fear
2015-12-24,42,fear
2015-12-28,44,fear
2015-12-29,51,neutral
2015-12-30,47,neutral
2015-12-31,45,neutral
2016-01-04,40,fear
2016-01-05,41,fear
2016-01-06,34,fear
2016-01-07,25,fear
2016-01-08,17,extreme fear
2016-01-11,18,extreme fear
2016-01-12,17,extreme fear
2016-01-13,14,extreme fear
2016-01-14,18,extreme fear
2016-01-15,10,extreme fear
2016-01-19,11,extreme fear
2016-01-20,9,extreme fear
2016-01-21,13,extreme fear
2016-01-22,14,extreme fear
2016-01-25,15,extreme fear
2016-01-26,18,extreme fear
2016-01-27,19,extreme fear
2016-01-28,21,extreme fear
2016-01-29,27,fear
2016-02-01,27,fear
2016-02-02,23,extreme fear
2016-02-03,25,fear
2016-02-04,25,fear
2016-02-05,17,extreme fear
2016-02-08,14,extreme fear
2016-02-09,20,extreme fear
2016-02-10,16,extreme fear
2016-02-11,18,extreme fear
2016-02-12,24,extreme fear
2016-02-16,34,fear
2016-02-17,45,neutral
2016-02-18,47,neutral
2016-02-19,50,neutral
2016-02-22,51,neutral
2016-02-23,51,neutral
2016-02-24,49,neutral
2016-02-25,54,neutral
2016-02-26,57,greed
2016-02-29,53,neutral
2016-03-01,64,greed
2016-03-02,66,greed
2016-03-03,69,greed
2016-03-04,71,greed
2016-03-07,73,greed
2016-03-08,70,greed
2016-03-09,71,greed
2016-03-10,71,greed
2016-03-11,75,extreme greed
2016-03-14,73,greed
2016-03-15,73,greed
2016-03-16,75,extreme greed
2016-03-17,78,extreme greed
2016-03-18,79,extreme greed
2016-03-21,78,extreme greed
2016-03-22,78,extreme greed
2016-03-23,70,greed
2016-03-24,66,greed
2016-03-28,64,greed
2016-03-29,68,greed
2016-03-30,71,greed
2016-03-31,73,greed
2016-04-01,78,extreme greed
2016-04-04,74,greed
2016-04-05,67,greed
2016-04-06,77,extreme greed
2016-04-07,66,greed
2016-04-08,68,greed
2016-04-11,64,greed
2016-04-12,68,greed
2016-04-13,71,greed
2016-04-14,72,greed
2016-04-15,70,greed
2016-04-18,75,extreme greed
2016-04-19,75,extreme greed
2016-04-20,76,extreme greed
2016-04-21,74,greed
2016-04-22,74,greed
2016-04-25,70,greed
2016-04-26,72,greed
2016-04-27,72,greed
2016-04-28,69,greed
2016-04-29,63,greed
2016-05-02,71,greed
2016-05-03,63,greed
2016-05-04,57,greed
2016-05-05,58,greed
2016-05-06,61,greed
2016-05-09,60,greed
2016-05-10,67,greed
2016-05-11,60,greed
2016-05-12,61,greed
2016-05-13,54,neutral
2016-05-16,62,greed
2016-05-17,53,neutral
2016-05-18,55,greed
2016-05-19,51,neutral
2016-05-20,56,greed
2016-05-23,54,neutral
2016-05-24,65,greed
2016-05-25,73,greed
2016-05-26,74,greed
2016-05-27,78,extreme greed
2016-05-31,75,extreme greed
2016-06-01,78,extreme greed
2016-06-02,79,extreme greed
2016-06-03,75,extreme greed
2016-06-06,80,extreme greed
2016-06-07,81,extreme greed
2016-06-08,80,extreme greed
2016-06-09,79,extreme greed
2016-06-10,61,greed
2016-06-13,53,neutral
2016-06-14,50,neutral
2016-06-15,50,neutral
2016-06-16,51,neutral
2016-06-17,53,neutral
2016-06-20,62,greed
2016-06-21,67,greed
2016-06-22,57,greed
2016-06-23,77,extreme greed
2016-06-24,42,fear
2016-06-27,37,fear
2016-06-28,47,neutral
2016-06-29,60,greed
2016-06-30,64,greed
2016-07-01,71,greed
2016-07-05,67,greed
2016-07-06,70,greed
2016-07-07,69,greed
2016-07-08,78,extreme greed
2016-07-11,83,extreme greed
2016-07-12,88,extreme greed
2016-07-13,86,extreme greed
2016-07-14,90,extreme greed
2016-07-15,89,extreme greed
2016-07-18,91,extreme greed
2016-07-19,87,extreme greed
2016-07-20,90,extreme greed
2016-07-21,85,extreme greed
2016-07-22,86,extreme greed
2016-07-25,85,extreme greed
2016-07-26,85,extreme greed
2016-07-27,82,extreme greed
2016-07-28,82,extreme greed
2016-07-29,79,extreme greed
2016-08-01,77,extreme greed
2016-08-02,77,extreme greed
2016-08-03,81,extreme greed
2016-08-04,80,extreme greed
2016-08-05,86,extreme greed
2016-08-08,84,extreme greed
2016-08-09,80,extreme greed
2016-08-10,74,greed
2016-08-11,80,extreme greed
2016-08-12,75,extreme greed
2016-08-15,81,extreme greed
2016-08-16,77,extreme greed
2016-08-17,76,extreme greed
2016-08-18,78,extreme greed
2016-08-19,77,extreme greed
2016-08-22,72,greed
2016-08-23,76,extreme greed
2016-08-24,69,greed
2016-08-25,66,greed
2016-08-26,63,greed
2016-08-29,64,greed
2016-08-30,64,greed
2016-08-31,61,greed
2016-09-01,62,greed
2016-09-02,65,greed
2016-09-06,65,greed
2016-09-07,65,greed
2016-09-08,70,greed
2016-09-09,43,fear
2016-09-12,58,greed
2016-09-13,35,fear
2016-09-14,33,fear
2016-09-15,43,fear
2016-09-16,43,fear
2016-09-19,44,fear
2016-09-20,45,neutral
2016-09-21,56,greed
2016-09-22,60,greed
2016-09-23,54,neutral
2016-09-26,41,fear
2016-09-27,45,neutral
2016-09-28,51,neutral
2016-09-29,37,fear
2016-09-30,49,neutral
2016-10-03,45,neutral
2016-10-04,43,fear
2016-10-05,51,neutral
2016-10-06,53,neutral
2016-10-07,51,neutral
2016-10-10,57,greed
2016-10-11,43,fear
2016-10-12,45,neutral
2016-10-13,34,fear
2016-10-14,41,fear
2016-10-17,33,fear
2016-10-18,40,fear
2016-10-19,39,fear
2016-10-20,38,fear
2016-10-21,43,fear
2016-10-24,53,neutral
2016-10-25,48,neutral
2016-10-26,43,fear
2016-10-27,46,neutral
2016-10-28,32,fear
2016-10-31,30,fear
2016-11-01,21,extreme fear
2016-11-02,17,extreme fear
2016-11-03,14,extreme fear
2016-11-04,14,extreme fear
2016-11-07,33,fear
2016-11-08,33,fear
2016-11-09,43,fear
2016-11-10,45,neutral
2016-11-11,48,neutral
2016-11-14,53,neutral
2016-11-15,63,greed
2016-11-16,60,greed
2016-11-17,63,greed
2016-11-18,61,greed
2016-11-21,67,greed
2016-11-22,67,greed
2016-11-23,70,greed
2016-11-25,72,greed
2016-11-28,70,greed
2016-11-29,71,greed
2016-11-30,73,greed
2016-12-01,71,greed
2016-12-02,71,greed
2016-12-05,75,extreme greed
2016-12-06,77,extreme greed
2016-12-07,83,extreme greed
2016-12-08,85,extreme greed
2016-12-09,87,extreme greed
2016-12-12,87,extreme greed
2016-12-13,88,extreme greed
2016-12-14,86,extreme greed
2016-12-15,86,extreme greed
2016-12-16,84,extreme greed
2016-12-19,82,extreme greed
2016-12-20,79,extreme greed
2016-12-21,74,greed
2016-12-22,71,greed
2016-12-23,66,greed
2016-12-27,70,greed
2016-12-28,64,greed
2016-12-29,64,greed
2016-12-30,58,greed
2017-01-03,71,greed
2017-01-04,71,greed
2017-01-05,68,greed
2017-01-06,70,greed
2017-01-09,66,greed
2017-01-10,62,greed
2017-01-11,61,greed
2017-01-12,55,greed
2017-01-13,57,greed
2017-01-17,57,greed
2017-01-18,56,greed
2017-01-19,53,neutral
2017-01-20,54,neutral
2017-01-23,49,neutral
2017-01-24,54,neutral
2017-01-25,62,greed
2017-01-26,57,greed
2017-01-27,59,greed
2017-01-30,53,neutral
2017-01-31,54,neutral
2017-02-01,53,neutral
2017-02-02,51,neutral
2017-02-03,60,greed
2017-02-06,56,greed
2017-02-07,56,greed
2017-02-08,61,greed
2017-02-09,69,greed
2017-02-10,69,greed
2017-02-13,74,greed
2017-02-14,79,extreme greed
2017-02-15,80,extreme greed
2017-02-16,78,extreme greed
2017-02-17,77,extreme greed
2017-02-21,83,extreme greed
2017-02-22,80,extreme greed
2017-02-23,75,extreme greed
2017-02-24,68,greed
2017-02-27,71,greed
2017-02-28,64,greed
2017-03-01,81,extreme greed
2017-03-02,75,extreme greed
2017-03-03,74,greed
2017-03-06,69,greed
2017-03-07,70,greed
2017-03-08,62,greed
2017-03-09,62,greed
2017-03-10,66,greed
2017-03-13,64,greed
2017-03-14,51,neutral
2017-03-15,53,neutral
2017-03-16,51,neutral
2017-03-17,45,neutral
2017-03-20,42,fear
2017-03-21,36,fear
2017-03-22,32,fear
2017-03-23,30,fear
2017-03-24,30,fear
2017-03-27,29,fear
2017-03-28,34,fear
2017-03-29,34,fear
2017-03-30,43,fear
2017-03-31,47,neutral
2017-04-03,46,neutral
2017-04-04,46,neutral
2017-04-05,43,fear
2017-04-06,43,fear
2017-04-07,40,fear
2017-04-10,37,fear
2017-04-11,31,fear
2017-04-12,28,fear
2017-04-13,25,fear
2017-04-17,30,fear
2017-04-18,30,fear
2017-04-19,30,fear
2017-04-20,34,fear
2017-04-21,35,fear
2017-04-24,39,fear
2017-04-25,46,neutral
2017-04-26,48,neutral
2017-04-27,50,neutral
2017-04-28,50,neutral
2017-05-01,49,neutral
2017-05-02,51,neutral
2017-05-03,47,neutral
2017-05-04,45,neutral
2017-05-05,47,neutral
2017-05-08,49,neutral
2017-05-09,50,neutral
2017-05-10,61,greed
2017-05-11,63,greed
2017-05-12,62,greed
2017-05-15,64,greed
2017-05-16,66,greed
2017-05-17,45,neutral
2017-05-18,43,fear
2017-05-19,49,neutral
2017-05-22,50,neutral
2017-05-23,45,neutral
2017-05-24,54,neutral
2017-05-25,57,greed
2017-05-26,58,greed
2017-05-30,53,neutral
2017-05-31,50,neutral
2017-06-01,58,greed
2017-06-02,57,greed
2017-06-05,58,greed
2017-06-06,55,greed
2017-06-07,55,greed
2017-06-08,55,greed
2017-06-09,54,neutral
2017-06-12,55,greed
2017-06-13,55,greed
2017-06-14,52,neutral
2017-06-15,52,neutral
2017-06-16,50,neutral
2017-06-19,57,greed
2017-06-20,48,neutral
2017-06-21,42,fear
2017-06-22,50,neutral
2017-06-23,52,neutral
2017-06-26,53,neutral
2017-06-27,48,neutral
2017-06-28,60,greed
2017-06-29,47,neutral
2017-06-30,49,neutral
2017-07-03,54,neutral
2017-07-05,57,greed
2017-07-06,44,fear
2017-07-07,49,neutral
2017-07-10,46,neutral
2017-07-11,41,fear
2017-07-12,47,neutral
2017-07-13,54,neutral
2017-07-14,64,greed
2017-07-17,67,greed
2017-07-18,62,greed
2017-07-19,74,greed
2017-07-20,76,extreme greed
2017-07-21,73,greed
2017-07-24,72,greed
2017-07-25,81,extreme greed
2017-07-26,78,extreme greed
2017-07-27,73,greed
2017-07-28,70,greed
2017-07-31,70,greed
2017-08-01,65,greed
2017-08-02,67,greed
2017-08-03,59,greed
2017-08-04,64,greed
2017-08-07,63,greed
2017-08-08,61,greed
2017-08-09,54,neutral
2017-08-10,31,fear
2017-08-11,28,fear
2017-08-14,39,fear
2017-08-15,36,fear
2017-08-16,34,fear
2017-08-17,19,extreme fear
2017-08-18,17,extreme fear
2017-08-21,15,extreme fear
2017-08-22,23,extreme fear
2017-08-23,19,extreme fear
2017-08-24,22,extreme fear
2017-08-25,27,fear
2017-08-28,29,fear
2017-08-29,28,fear
2017-08-30,35,fear
2017-08-31,43,fear
2017-09-01,50,neutral
2017-09-05,35,fear
2017-09-06,41,fear
2017-09-07,38,fear
2017-09-08,38,fear
2017-09-11,53,neutral
2017-09-12,63,greed
2017-09-13,68,greed
2017-09-14,68,greed
2017-09-15,77,extreme greed
2017-09-18,80,extreme greed
2017-09-19,81,extreme greed
2017-09-20,79,extreme greed
2017-09-21,73,greed
2017-09-22,70,greed
2017-09-25,65,greed
2017-09-26,67,greed
2017-09-27,78,extreme greed
2017-09-28,79,extreme greed
2017-09-29,85,extreme greed
2017-10-02,89,extreme greed
2017-10-03,92,extreme greed
2017-10-04,91,extreme greed
2017-10-05,95,extreme greed
2017-10-06,92,extreme greed
2017-10-09,84,extreme greed
2017-10-10,85,extreme greed
2017-10-11,83,extreme greed
2017-10-12,77,extreme greed
2017-10-13,73,greed
2017-10-16,78,extreme greed
2017-10-17,78,extreme greed
2017-10-18,82,extreme greed
2017-10-19,83,extreme greed
2017-10-20,90,extreme greed
2017-10-23,85,extreme greed
2017-10-24,87,extreme greed
2017-10-25,75,extreme greed
2017-10-26,71,greed
2017-10-27,73,greed
2017-10-30,74,greed
2017-10-31,65,greed
2017-11-01,72,greed
2017-11-02,69,greed
2017-11-03,66,greed
2017-11-06,68,greed
2017-11-07,58,greed
2017-11-08,54,neutral
2017-11-09,54,neutral
2017-11-10,54,neutral
2017-11-13,53,neutral
2017-11-14,49,neutral
2017-11-15,36,fear
2017-11-16,50,neutral
2017-11-17,44,fear
2017-11-20,50,neutral
2017-11-21,54,neutral
2017-11-22,54,neutral
2017-11-24,59,greed
2017-11-27,51,neutral
2017-11-28,64,greed
2017-11-29,67,greed
2017-11-30,73,greed
2017-12-01,70,greed
2017-12-04,64,greed
2017-12-05,63,greed
2017-12-06,60,greed
2017-12-07,60,greed
2017-12-08,64,greed
2017-12-11,62,greed
2017-12-12,66,greed
2017-12-13,67,greed
2017-12-14,66,greed
2017-12-15,68,greed
2017-12-18,74,greed
2017-12-19,73,greed
2017-12-20,72,greed
2017-12-21,68,greed
2017-12-22,66,greed
2017-12-26,64,greed
2017-12-27,61,greed
2017-12-28,62,greed
2017-12-29,53,neutral
2018-01-02,63,greed
2018-01-03,67,greed
2018-01-04,72,greed
2018-01-05,75,extreme greed
2018-01-08,75,extreme greed
2018-01-09,76,extreme greed
2018-01-10,75,extreme greed
2018-01-11,77,extreme greed
2018-01-12,79,extreme greed
2018-01-16,75,extreme greed
2018-01-17,75,extreme greed
2018-01-18,72,greed
2018-01-19,80,extreme greed
2018-01-22,79,extreme greed
2018-01-23,78,extreme greed
2018-01-24,78,extreme greed
2018-01-25,77,extreme greed
2018-01-26,79,extreme greed
2018-01-29,68,greed
2018-01-30,62,greed
2018-01-31,61,greed
2018-02-01,58,greed
2018-02-02,40,fear
2018-02-05,17,extreme fear
2018-02-06,18,extreme fear
2018-02-07,16,extreme fear
2018-02-08,8,extreme fear
2018-02-09,10,extreme fear
2018-02-12,12,extreme fear
2018-02-13,13,extreme fear
2018-02-14,11,extreme fear
2018-02-15,15,extreme fear
2018-02-16,18,extreme fear
2018-02-20,17,extreme fear
2018-02-21,18,extreme fear
2018-02-22,15,extreme fear
2018-02-23,18,extreme fear
2018-02-26,20,extreme fear
2018-02-27,17,extreme fear
2018-02-28,12,extreme fear
2018-03-01,8,extreme fear
2018-03-02,10,extreme fear
2018-03-05,14,extreme fear
2018-03-06,26,fear
2018-03-07,20,extreme fear
2018-03-08,20,extreme fear
2018-03-09,44,fear
2018-03-12,40,fear
2018-03-13,36,fear
2018-03-14,30,fear
2018-03-15,21,extreme fear
2018-03-16,19,extreme fear
2018-03-19,14,extreme fear
2018-03-20,15,extreme fear
2018-03-21,16,extreme fear
2018-03-22,9,extreme fear
2018-03-23,7,extreme fear
2018-03-26,8,extreme fear
2018-03-27,7,extreme fear
2018-03-28,6,extreme fear
2018-03-29,8,extreme fear
2018-04-02,7,extreme fear
2018-04-03,9,extreme fear
2018-04-04,11,extreme fear
2018-04-05,13,extreme fear
2018-04-06,9,extreme fear
2018-04-09,12,extreme fear
2018-04-10,17,extreme fear
2018-04-11,17,extreme fear
2018-04-12,22,extreme fear
2018-04-13,23,extreme fear
2018-04-16,25,fear
2018-04-17,28,fear
2018-04-18,32,fear
2018-04-19,32,fear
2018-04-20,38,fear
2018-04-23,40,fear
2018-04-24,33,fear
2018-04-25,38,fear
2018-04-26,42,fear
2018-04-27,40,fear
2018-04-30,42,fear
2018-05-01,42,fear
2018-05-02,38,fear
2018-05-03,32,fear
2018-05-04,40,fear
2018-05-07,44,fear
2018-05-08,41,fear
2018-05-09,49,neutral
2018-05-10,54,neutral
2018-05-11,55,greed
2018-05-14,54,neutral
2018-05-15,52,neutral
2018-05-16,55,greed
2018-05-17,55,greed
2018-05-18,52,neutral
2018-05-21,56,greed
2018-05-22,59,greed
2018-05-23,54,neutral
2018-05-24,48,neutral
2018-05-25,44,fear
2018-05-29,34,fear
2018-05-30,42,fear
2018-05-31,43,fear
2018-06-01,52,neutral
2018-06-04,55,greed
2018-06-05,58,greed
2018-06-06,65,greed
2018-06-07,62,greed
2018-06-08,63,greed
2018-06-11,65,greed
2018-06-12,65,greed
2018-06-13,63,greed
2018-06-14,63,greed
2018-06-15,61,greed
2018-06-18,61,greed
2018-06-19,53,neutral
2018-06-20,57,greed
2018-06-21,52,neutral
2018-06-22,53,neutral
2018-06-25,42,fear
2018-06-26,47,neutral
2018-06-27,36,fear
2018-06-28,39,fear
2018-06-29,34,fear
2018-07-02,35,fear
2018-07-03,32,fear
2018-07-05,33,fear
2018-07-06,40,fear
2018-07-09,47,neutral
2018-07-10,49,neutral
2018-07-11,41,fear
2018-07-12,49,neutral
2018-07-13,47,neutral
2018-07-16,45,neutral
2018-07-17,49,neutral
2018-07-18,56,greed
2018-07-19,50,neutral
2018-07-20,53,neutral
2018-07-23,58,greed
2018-07-24,64,greed
2018-07-25,70,greed
2018-07-26,72,greed
2018-07-27,67,greed
2018-07-30,64,greed
2018-07-31,66,greed
2018-08-01,66,greed
2018-08-02,68,greed
2018-08-03,71,greed
2018-08-06,72,greed
2018-08-07,73,greed
2018-08-08,74,greed
2018-08-09,70,greed
2018-08-10,60,greed
2018-08-13,56,greed
2018-08-14,58,greed
2018-08-15,46,neutral
2018-08-16,51,neutral
2018-08-17,54,neutral
2018-08-20,55,greed
2018-08-21,61,greed
2018-08-22,61,greed
2018-08-23,59,greed
2018-08-24,68,greed
2018-08-27,77,extreme greed
2018-08-28,74,greed
2018-08-29,78,extreme greed
2018-08-30,73,greed
2018-08-31,71,greed
2018-09-04,67,greed
2018-09-05,62,greed
2018-09-06,53,neutral
2018-09-07,52,neutral
2018-09-10,56,greed
2018-09-11,59,greed
2018-09-12,59,greed
2018-09-13,72,greed
2018-09-14,73,greed
2018-09-17,67,greed
2018-09-18,73,greed
2018-09-19,71,greed
2018-09-20,74,greed
2018-09-21,75,extreme greed
2018-09-24,70,greed
2018-09-25,64,greed
2018-09-26,53,neutral
2018-09-27,48,neutral
2018-09-28,47,neutral
2018-10-01,49,neutral
2018-10-02,45,neutral
2018-10-03,51,neutral
2018-10-04,43,fear
2018-10-05,33,fear
2018-10-08,28,fear
2018-10-09,23,extreme fear
2018-10-10,8,extreme fear
2018-10-11,5,extreme fear
2018-10-12,11,extreme fear
2018-10-15,11,extreme fear
2018-10-16,13,extreme fear
2018-10-17,14,extreme fear
2018-10-18,12,extreme fear
2018-10-19,14,extreme fear
2018-10-22,16,extreme fear
2018-10-23,12,extreme fear
2018-10-24,6,extreme fear
2018-10-25,9,extreme fear
2018-10-26,7,extreme fear
2018-10-29,7,extreme fear
2018-10-30,10,extreme fear
2018-10-31,7,extreme fear
2018-11-01,6,extreme fear
2018-11-02,8,extreme fear
2018-11-05,9,extreme fear
2018-11-06,12,extreme fear
2018-11-07,25,fear
2018-11-08,29,fear
2018-11-09,18,extreme fear
2018-11-12,11,extreme fear
2018-11-13,10,extreme fear
2018-11-14,7,extreme fear
2018-11-15,10,extreme fear
2018-11-16,10,extreme fear
2018-11-19,8,extreme fear
2018-11-20,7,extreme fear
2018-11-21,13,extreme fear
2018-11-23,9,extreme fear
2018-11-26,17,extreme fear
2018-11-27,19,extreme fear
2018-11-28,23,extreme fear
2018-11-29,23,extreme fear
2018-11-30,22,extreme fear
2018-12-03,32,fear
2018-12-04,20,extreme fear
2018-12-06,15,extreme fear
2018-12-07,11,extreme fear
2018-12-10,9,extreme fear
2018-12-11,8,extreme fear
2018-12-12,10,extreme fear
2018-12-13,11,extreme fear
2018-12-14,8,extreme fear
2018-12-17,10,extreme fear
2018-12-18,8,extreme fear
2018-12-19,8,extreme fear
2018-12-20,5,extreme fear
2018-12-21,3,extreme fear
2018-12-24,2,extreme fear
2018-12-26,4,extreme fear
2018-12-27,8,extreme fear
2018-12-28,12,extreme fear
2018-12-31,12,extreme fear
2019-01-02,12,extreme fear
2019-01-03,10,extreme fear
2019-01-04,16,extreme fear
2019-01-07,19,extreme fear
2019-01-08,24,extreme fear
2019-01-09,27,fear
2019-01-10,31,fear
2019-01-11,30,fear
2019-01-14,28,fear
2019-01-15,31,fear
2019-01-16,38,fear
2019-01-17,44,fear
2019-01-18,51,neutral
2019-01-22,51,neutral
2019-01-23,55,greed
2019-01-24,58,greed
2019-01-25,58,greed
2019-01-28,55,greed
2019-01-29,55,greed
2019-01-30,58,greed
2019-01-31,60,greed
2019-02-01,61,greed
2019-02-04,64,greed
2019-02-05,64,greed
2019-02-06,65,greed
2019-02-07,62,greed
2019-02-08,61,greed
2019-02-11,62,greed
2019-02-12,67,greed
2019-02-13,67,greed
2019-02-14,65,greed
2019-02-15,70,greed
2019-02-19,68,greed
2019-02-20,70,greed
2019-02-21,68,greed
2019-02-22,69,greed
2019-02-25,70,greed
2019-02-26,70,greed
2019-02-27,72,greed
2019-02-28,72,greed
2019-03-01,72,greed
2019-03-04,66,greed
2019-03-05,66,greed
2019-03-06,63,greed
2019-03-07,59,greed
2019-03-08,55,greed
2019-03-11,59,greed
2019-03-12,58,greed
2019-03-13,60,greed
2019-03-14,60,greed
2019-03-15,65,greed
2019-03-18,65,greed
2019-03-19,67,greed
2019-03-20,62,greed
2019-03-21,68,greed
2019-03-22,59,greed
2019-03-25,56,greed
2019-03-26,54,neutral
2019-03-27,51,neutral
2019-03-28,48,neutral
2019-03-29,49,neutral
2019-04-01,54,neutral
2019-04-02,56,greed
2019-04-03,62,greed
2019-04-04,70,greed
2019-04-05,74,greed
2019-04-08,74,greed
2019-04-09,70,greed
2019-04-10,69,greed
2019-04-11,68,greed
2019-04-12,74,greed
2019-04-15,68,greed
2019-04-16,70,greed
2019-04-17,71,greed
2019-04-18,70,greed
2019-04-22,71,greed
2019-04-23,75,extreme greed
2019-04-24,70,greed
2019-04-25,71,greed
2019-04-26,72,greed
2019-04-29,71,greed
2019-04-30,66,greed
2019-05-01,62,greed
2019-05-02,59,greed
2019-05-03,60,greed
2019-05-06,55,greed
2019-05-07,40,fear
2019-05-08,42,fear
2019-05-09,40,fear
2019-05-10,44,fear
2019-05-13,32,fear
2019-05-14,35,fear
2019-05-15,35,fear
2019-05-16,39,fear
2019-05-17,36,fear
2019-05-20,34,fear
2019-05-21,34,fear
2019-05-22,32,fear
2019-05-23,28,fear
2019-05-24,27,fear
2019-05-28,25,fear
2019-05-29,23,extreme fear
2019-05-30,24,extreme fear
2019-05-31,24,extreme fear
2019-06-03,23,extreme fear
2019-06-04,26,fear
2019-06-05,29,fear
2019-06-06,29,fear
2019-06-07,32,fear
2019-06-10,37,fear
2019-06-11,36,fear
2019-06-12,34,fear
2019-06-13,39,fear
2019-06-14,38,fear
2019-06-17,37,fear
2019-06-18,44,fear
2019-06-19,42,fear
2019-06-20,45,neutral
2019-06-21,50,neutral
2019-06-24,50,neutral
2019-06-25,44,fear
2019-06-26,48,neutral
2019-06-27,47,neutral
2019-06-28,50,neutral
2019-07-01,55,greed
2019-07-02,56,greed
2019-07-03,63,greed
2019-07-05,61,greed
2019-07-08,59,greed
2019-07-09,56,greed
2019-07-10,58,greed
